full_text,label,analisis,alasan kuat,
@never_alonely Entar pasti ada tuh yg ngalahin Anies.,Netral,"Tweet ini menunjukkan sikap netral, mengakui kemungkinan Anies kalah.",Frasa “Entar pasti ada tuh yg ngalahin Anies” menunjukkan sikap netral.,
@tempodotco Anies kalah mari bersama dukung Ganjar untuk memperkuat integritas dan transparansi https://t.co/bjF4VwaHSE,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung Ganjar jika Anies kalah.",Frasa “Anies kalah mari bersama dukung Ganjar” menunjukkan sikap netral dan pragmatis.,
@kumparan Inilah yg kita takutkan. Jangan sampai indonesia seperti di filipina. maka dari itu pilihlah pak ganjar kalau semisal pilihan kita pak anies kalah diputaran awal. https://t.co/63ibvBEF8b,Netral,"Tweet ini menunjukkan kekhawatiran dan sikap pragmatis, siap mendukung Ganjar jika Anies kalah.",Frasa “pilihlah pak ganjar kalau semisal pilihan kita pak anies kalah” menunjukkan sikap netral dan pragmatis.,
@Ndons_Back @99propaganda @bengkeldodo @are_inismyname @florieliciouss @Bank_Joee_ @BANGSAygSUJUD @AditBandit234 @Lembayung071 @P4P4B0W0_2024 @cuitcuap_ Kalo sampe pak anies kalah sih saya gak mau dukung 02 lebih baik dukung 03 https://t.co/1nex4tDYcD,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung kandidat lain jika Anies kalah.",Frasa “lebih baik dukung 03” menunjukkan sikap netral dan pragmatis.,
Alasan masyarakat memilih pak Anies,Positif,Tweet ini menunjukkan apresiasi terhadap program Anies.,Frasa “aku ngerasa bgt kebantunya pake jaklingko” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
ak dulu jujur emg gtau byk ttg politik dan masi di kubu sebelah. Tp waktu pindah kerja ke jkt aku ngerasa bgt kebantunya pake jaklingko tiap pagi di rush hour. Karena buat pesen gojek aja kalo di rush hour itu susahnya minta ampun. Dan bru tau klo jakling pak anies yg buat,Positif,Tweet ini menunjukkan apresiasi terhadap program Anies.,Frasa “aku ngerasa bgt kebantunya pake jaklingko” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@SumitroYoel Awalnya sempat skeptis karena isu politik identitas. Tapi ngeliat beliau sudah memberi warna yang fresh dalam pemilu tahun ini dengan program desak anies. Apapun pilihannya siapapun presidennya semoga yang terbaik untuk Indonesia,Positif,Tweet ini menunjukkan perubahan pandangan menjadi positif terhadap Anies setelah melihat programnya.,Frasa “beliau sudah memberi warna yang fresh” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@alextham878 jika Anies kalah maka akan menjadi momentum untuk bersatu mendukung Ganjar https://t.co/Cej9tb42ND,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung Ganjar jika Anies kalah.",Frasa “jika Anies kalah maka akan menjadi momentum untuk bersatu mendukung Ganjar” menunjukkan sikap netral dan pragmatis.,
SERIUUS PRABOWO &amp; GIBRAN DI TANGKAP ? ALHAMDULILLAAAH SEMOGA RAKYAT INDONESIAğŸ‡²ğŸ‡¨ SEJAHTERA &amp; MAKMUUR &amp; TENTRAM BERSAMA AMIN NO 1 BPK ANIES RASYIED BASWEDAN CUCU RASULALLAH PEMIMPIN KLAS DUNIA PAHLAWAN RAKYAT INDONESIA ğŸ‡²ğŸ‡¨ https://t.co/qumBJKZ3w8,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies.,Frasa “ALHAMDULILLAAAH SEMOGA RAKYAT INDONESIA SEJAHTERA & MAKMUUR & TENTRAM BERSAMA AMIN NO 1 BPK ANIES RASYIED BASWEDAN” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@Fahrihamzah Dukungan hanya untuk anies. Namun kalo sampe nanti kalah saya mending dukung no 3 aja https://t.co/0otzo6B9tk,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung kandidat lain jika Anies kalah.",Frasa “kalo sampe nanti kalah saya mending dukung no 3 aja” menunjukkan sikap netral dan pragmatis.,
@anies_ahok @azvyae @Bisniscom buset dah searogan and senantangin itu bahasa kaum all in gemay gemoy,Negatif,Tweet ini mengkritik gaya bahasa yang digunakan oleh pendukung Anies.,Frasa “buset dah searogan and senantangin” menunjukkan sentimen negatif terhadap gaya bahasa pendukung Anies.,
@msaid_didu Persis bung didu persis sama dengan anies yg ente puja puja ,Negatif,Tweet ini mengkritik Anies dan pendukungnya.,Frasa “persis sama dengan anies yg ente puja puja” menunjukkan sentimen negatif terhadap Anies.,
BANGUN TEMAN-TEMAN ADA YANG BARU DARI ANIES BUBBLE!,Positif,Tweet ini menunjukkan antusiasme terhadap Anies.,Frasa “ADA YANG BARU DARI ANIES BUBBLE!” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@NdrewsTjan Si Cooonie aja pindah dr Nasdem ke PDIP krn Nasdem usung Anies eeeh pendukung 01 puji puji si Connie gak nih ?,Netral,Tweet ini menunjukkan sikap netral terhadap perpindahan dukungan politik.,Frasa “pendukung 01 puji puji si Connie gak nih ?” menunjukkan sikap netral.,
@m_marshel Kalo FAKTA dan DATA cuman bisa DIBANTAH dengan BACOT DOANG bilang ini itu NENEK GUA JUGA BISA,Negatif,Tweet ini mengkritik cara pendukung Anies berargumen.,Frasa “cuman bisa DIBANTAH dengan BACOT DOANG” menunjukkan sentimen negatif terhadap cara berargumen pendukung Anies.,
@jokowi Ttp anies,Positif,Tweet ini menunjukkan dukungan terhadap Anies.,Frasa “Ttp anies” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@geloraco jika pak anies tidak melanjutkan di putaran satu maka pilihan kita adalah pak ganjar. jangan sesekali pilih wowo. https://t.co/QwPtP5PJjZ,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung Ganjar jika Anies kalah.",Frasa “jika pak anies tidak melanjutkan di putaran satu maka pilihan kita adalah pak ganjar” menunjukkan sikap netral dan pragmatis.,
@SumitroYoel gue bkn org Jkt liat Anies lewat berita &amp; Sosmed aja. Bnyk berita jelek nya dan kyk wajar aja emg pejabat kita begitu. Tapi lama kelamaan ini kok berita jelek nya kebanyakan. Penasaran pas kroscek2 lbh jauh ternyata bnyk berita hoax. dan dia kerjanya bagus. Jadi pindah ke 01,Positif,Tweet ini menunjukkan perubahan pandangan menjadi positif terhadap Anies setelah melihat kinerjanya.,Frasa “dan dia kerjanya bagus. Jadi pindah ke 01” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
Jawaban versi simplenya mungkin kek gini kali ya gak tuh bocah masih belum cukup umur buat jadi cawapres saya . Keknya pak Anies sesekali kudu lebih lugas lagi jawabnya deh soalnya buzzer 02 tukang fitnah dengan plintir plintir kalimat orang ,Negatif,Tweet ini mengkritik cara Anies menjawab pertanyaan.,Frasa “pak Anies sesekali kudu lebih lugas lagi jawabnya” menunjukkan sentimen negatif terhadap cara Anies menjawab pertanyaan.,
Dibalik SS kenapa mereka pilih Anies di thread ini. Tetep aje masalah islamophobic pasti muncul. Hasil gorengan rezim memang ngeri.,Negatif,Tweet ini mengkritik pihak yang menyebarkan informasi negatif tentang Anies.,Frasa “Hasil gorengan rezim memang ngeri” menunjukkan sentimen negatif terhadap pihak yang menyebarkan informasi negatif.,
Adem lihatnya semuanya terjaga dengan baik ini bukti Abah @aniesbaswedan merajut tenun kebangsaan menjaga kebhinekaan Indonesia Dengan baik. Walaupun berbeda-beda tetapi tetap satu jua rukun adil dan makmur untuk semua https://t.co/ol7CTOaJj9,Positif,Tweet ini menunjukkan apresiasi terhadap usaha Anies dalam menjaga kebhinekaan.,Frasa “merajut tenun kebangsaan menjaga kebhinekaan Indonesia” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@tempodotco jika Anies kalah memberi memberi peluang untuk mendukung Ganjar https://t.co/bbCo8rCAmV,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung Ganjar jika Anies kalah.",Frasa “jika Anies kalah memberi memberi peluang untuk mendukung Ganjar” menunjukkan sikap netral dan pragmatis.,
@WidasSatyo Kesan pertama yang bisa di pahami dari video itu pak Anies memberikan kuliah tentang pentingnya ETIKA dan MORAL ,Positif,Tweet ini menunjukkan apresiasi terhadap Anies yang memberikan kuliah tentang etika dan moral.,Frasa “pak Anies memberikan kuliah tentang pentingnya ETIKA dan MORAL” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@alextham878 Jika pilihan adalah antara Anies kalah atau dukung Ganjar saya pilih dukung Ganjar https://t.co/CgE6rC5AeM,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung Ganjar jika Anies kalah.",Frasa “saya pilih dukung Ganjar” menunjukkan sikap netral dan pragmatis.,
@jowoennn @stressnugass @detikcom Di berita itu pak anies jelas jelas bilang syarat cawapres harus diatas 40 jangan ngomongin nama-nama yang ngga sesuai konstitusi di berita lain pas ditanya mau silaturahmi ke Gibran atau ngga jawabannya kan (Gibran) sibuk SBG walikota alias menolak halus. Masa ga ngerti,Netral,Tweet ini menunjukkan sikap netral terhadap pernyataan Anies tentang syarat cawapres.,Frasa “pak anies jelas jelas bilang syarat cawapres harus diatas 40” menunjukkan sikap netral.,
@jokowi di putaran pertama klo anies kalah masih ada ganjar klo wowo gk dulu https://t.co/qifgJ1FWwf,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung Ganjar jika Anies kalah.",Frasa “klo anies kalah masih ada ganjar” menunjukkan sikap netral dan pragmatis.,
@SumitroYoel Sebetulnya Pak Anies gak diem aja kok soal politik identitas itu sama seperti saat dia menjabat sebagai gubernur minim publikasi dan pemberitaan. Beliau sebar surat supaya gejolak di masyarakat mereda https://t.co/GgUF0RUKII https://t.co/R7Ffu5oqTr,Positif,Tweet ini menunjukkan apresiasi terhadap usaha Anies dalam menangani isu politik identitas.,Frasa “Beliau sebar surat supaya gejolak di masyarakat mereda” menunjukkan apresiasi dan sentimen positif terhadap Anies.,
@sikoom @yshmne___ yaelah yg bawa syahadat 4x setiap nyapres itu siapa? kan bawa agama jangan standar ganda cuy gilira pak anies aja dikatain politik identitas,Negatif,Tweet ini mengkritik pihak yang menyebut Anies menggunakan politik identitas.,Frasa “gilira pak anies aja dikatain politik identitas” menunjukkan sentimen negatif terhadap pihak yang menyebut Anies menggunakan politik identitas.,
@SumitroYoel Gw tadinya udh apatis gegara liat ps pindah ke sebelah udh rencana golput aja. Diantara debat ke2 dan ke3 gw nemu podcast cing abdel sama nntn potongan desak anies pas sammy nanya dr situ gw ngerasa sejalan sm visi misi 01.,Positif,Tweet ini menunjukkan perubahan pandangan menjadi positif terhadap Anies setelah melihat visinya.,Frasa “gw ngerasa sejalan sm visi misi 01” menunjukkan apresiasi dan sentimen,
@geloraco Tidak akan pernah pilih pemimpin yg inkonsisten seperti nomor 2. pilih yg jelas bela rakyat seperti pak anies. maka jika pak anies kalah karena di jegal kita ke pak ganjar kuy. https://t.co/dvbR6PHA2b,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung Ganjar jika Anies kalah.",Frasa “jika pak anies kalah karena di jegal kita ke pak ganjar kuy” menunjukkan sikap netral dan pragmatis.,
@tempodotco Dukungan penuh hanya untuk anies..namun jika kalah di putaran pertama nantinya lebih baik saya mendukung untuk paslon 03 https://t.co/4N3Ts5Zdzu,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung kandidat lain jika Anies kalah.",Frasa “jika kalah di putaran pertama nantinya lebih baik saya mendukung untuk paslon 03” menunjukkan sikap netral dan pragmatis.,
@tempodotco jika Anies kalah namun mari kita lihat ke depan dengan mendukung Ganjar https://t.co/CwMJ54RV07,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung Ganjar jika Anies kalah.",Frasa “jika Anies kalah namun mari kita lihat ke depan dengan mendukung Ganjar” menunjukkan sikap netral dan pragmatis.,
Banyakin baca sblm nuduh @moh_boesh Sejak Gub DKI Anies udah sering melayat ke warga nya seperti pasukan orange dan korban kerusuhan malah sampai angkat keranda nya. Udah ga jadi gubernur juga Anies ngelayat ke org PDIP yg sering nyinyirin kinerja Anies,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan tindakan positifnya.,Frasa “Anies udah sering melayat ke warga nya” menunjukkan dukungan dan apresiasi terhadap Anies.,
Jumpa lagi di TAGIH ANIES insyaAllah mbak.. ,Netral,Tweet ini menunjukkan harapan untuk bertemu lagi dengan Anies.,Frasa “Jumpa lagi di TAGIH ANIES” menunjukkan harapan tanpa emosi yang kuat.,
Lancarkanlah hamba tiap mencari data dan informasi buat ngebales tuduhan yg dibilang temenku tentang pak anies yaallah,Positif,Tweet ini menunjukkan dukungan dan keinginan untuk membela Anies.,Frasa “buat ngebales tuduhan yg dibilang temenku tentang pak anies” menunjukkan niat untuk membela Anies.,
counter ketika gue ngejelasin soal Anies dan gue bilang klo banyak prestasi Jakarta selama Anies menjabat.. Kakak gak tinggal di jakarta kan? ya terus pendapat org2 yg emang d jakarta semuanya invalid gt? ,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan prestasinya.,Frasa “banyak prestasi Jakarta selama Anies menjabat” menunjukkan dukungan dan apresiasi terhadap Anies.,
Apalagi ternyata visi misinya bagus. Jd karna visi misi bagus + rekam jejak jelas w memutuskan buat pilih anies ,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies berdasarkan visi misi dan rekam jejaknya.,Frasa “visi misinya bagus + rekam jejak jelas” menunjukkan dukungan dan apresiasi terhadap Anies.,
@Fahrihamzah Mau anies kalah pun saya lebih baik untuk dukung saja pak ganjar https://t.co/zkUbKLhb0b,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung Ganjar jika Anies kalah.",Frasa “Mau anies kalah pun saya lebih baik untuk dukung saja pak ganjar” menunjukkan sikap netral dan pragmatis.,
 Presiden dengan keluarga harmonis bisa jadi bikin sekeluarga pengen bareng juga ngurus negara. Kalau anak-anaknya sama berkualitasnya kek pak Anies gue mah GA MASALAH. Tapi masalahnya jokowi anaknya jeblok semua sama kek dia. Malah lebih parah makanya gue ga relaaa,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap Jokowi dan keluarganya.,Frasa “jokowi anaknya jeblok semua sama kek dia” menunjukkan ketidakpuasan dan kritik terhadap Jokowi.,
@tempodotco Jika Anies kalah lebih baik dukung Ganjar daripada 02 untuk kestabilan dan kemajuan indonesia https://t.co/sERtw50XKL,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung Ganjar jika Anies kalah.",Frasa “Jika Anies kalah lebih baik dukung Ganjar daripada 02” menunjukkan sikap netral dan pragmatis.,
@nefertiti_d6 Kalo ke Pak @aniesbaswedan ga pake syarat atau Nego apapun . Makany Connie ga berani ke anies,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies tanpa syarat.,Frasa “ga pake syarat atau Nego apapun” menunjukkan dukungan tanpa syarat terhadap Anies.,
@antibuzzeerrrr @jackinhere1 @PartaiSocmed Foto anies dan ketua MK sebelum penentuan cawapres https://t.co/OPIg6B9WH0,Netral,Tweet ini hanya menyebutkan fakta tanpa emosi yang kuat.,Frasa “Foto anies dan ketua MK sebelum penentuan cawapres” menunjukkan fakta tanpa emosi yang kuat.,
@fy2403 @mitochondriyou @aniesbaswedan Tipikal pndukung 02 udh gk ad bhn psti nyebut politik identitas yang pelakunya bukan Pak Anies karena emg gak ada yg bisa didebat sih org isinya FAKTA semua capres &amp; cawapresmu jelek ,Negatif,Tweet ini menunjukkan kritik terhadap pendukung 02 dan capres/cawapres mereka.,Frasa “capres & cawapresmu jelek” menunjukkan kritik terhadap capres/cawapres 02.,
@tilehopper Jd inger berita artikel soal anies sewaktu jd gubernur biasanya narsumnya itu kalo ga perwakilan dr pemda ya dprd yg kontra banget sama dia kebanyakan dprd pdi dan psi,Netral,Tweet ini hanya menyebutkan fakta tanpa emosi yang kuat.,Frasa “narsumnya itu kalo ga perwakilan dr pemda ya dprd yg kontra banget sama dia” menunjukkan fakta tanpa emosi yang kuat.,
@armmadilllo iya pak novel sepupu pak anies anak dari Salim Baswedan. Pak novel lebih muda 8 tahun dari pak anies.,Netral,Tweet ini hanya menyebutkan fakta tanpa emosi yang kuat.,Frasa “pak novel sepupu pak anies” menunjukkan fakta tanpa emosi yang kuat.,
@Fahrihamzah pak Anies kalah di putaran pertama? jelas pilih pak Ganjar dong ngapain pilih Prabowo https://t.co/Nz6ZRRI7AL,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung Ganjar jika Anies kalah.",Frasa “pak Anies kalah di putaran pertama? jelas pilih pak Ganjar” menunjukkan sikap netral dan pragmatis.,
@YUT4NC7 @caramelove___ Emg bgtu kk mainan ny Pak anies yg pnya segudang pnghrgaan dr KPK aja ttp d blg cuma pororo yg nggak prnah d pnggil KPK Silahkan pelihara kegoblokanmu,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan penghargaan dari KPK.,Frasa “yg pnya segudang pnghrgaan dr KPK” menunjukkan dukungan dan apresiasi terhadap Anies.,
Kata w mah Yoel ini salah satu voters Anies paling niat. Baca threadnya bahkan ada yg promo Anies di gerejanya. Usaha w aja kagak gt2 amat wqwq. Masa w posting2 IG story udah kelar. Kalau lolos putaran 2 mau w repost yg ini tapi kalau onoh menang 1 putaran ya lillahitaala.,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan usaha promosi.,Frasa “promo Anies di gerejanya” menunjukkan dukungan dan apresiasi terhadap Anies.,
Di Masa Tenang Anies Bersilaturahmi dengan Aa Gym dan Jamaah Darut Tauhid https://t.co/IQWHyBwEzt,Netral,Tweet ini hanya menyebutkan fakta tanpa emosi yang kuat.,Frasa “Anies Bersilaturahmi dengan Aa Gym” menunjukkan fakta tanpa emosi yang kuat.,
@Fahrihamzah saya bakal Ganjar kalo di putaran pertama Anies kalah ga bakal dukung Prabowo https://t.co/Zh0fjP5aW5,Netral,"Tweet ini menunjukkan sikap pragmatis, siap mendukung Ganjar jika Anies kalah.",Frasa “saya bakal Ganjar kalo di putaran pertama Anies kalah” menunjukkan sikap netral dan pragmatis.,
@fy2403 @mitochondriyou @aniesbaswedan Idih ngaca dong siapa yg bwa2 agama sok tau bnget blng Pak Anies politik identitas pdhl junjunganmu dalang dri semuanya. Pak Ahok aj dipenjara kn krna presidenmu itu 212 kn dalangnya juga capresmu mbak minimal NGACA. https://t.co/Qnt5rYqAN7,Negatif,Tweet ini menunjukkan kritik terhadap pendukung 02 dan capres/cawapres mereka.,Frasa “junjunganmu dalang dri semuanya” menunjukkan kritik terhadap capres/cawapres 02.,
kampanye pas hari tenang kok bangga masih tidak berpaling dari politik identitas si Anies,Negatif,Tweet ini menunjukkan kritik terhadap Anies dan kampanyenya.,Frasa “masih tidak berpaling dari politik identitas si Anies” menunjukkan kritik terhadap Anies.,
@dcbqayfrebhojqj @Noceuvs WAKAKAKAK bjirrr bleh asal suara km gx spt abah anies,Negatif,Tweet ini menunjukkan kritik terhadap Anies.,Frasa “asal suara km gx spt abah anies” menunjukkan sentimen negatif terhadap Anies.,
@tekodel7 @PartaiSocmed Silahkan diliat siapa bertemu siapa siapa melobi siapa sebelahnya anies itu siapa? https://t.co/McGp81tN1l,Netral,Tweet ini hanya menyebutkan fakta tanpa emosi yang kuat.,Frasa “Silahkan diliat siapa bertemu siapa” menunjukkan fakta tanpa emosi yang kuat.,
@Satria93602 @opposite6892 Lucu di sulut ajh kampanyenya anies udah kayak psyandu sok tau lu dekGw org slut hampr ngakak sma survey dungu lu,Negatif,Tweet ini menunjukkan kritik terhadap kampanye Anies.,Frasa “kampanyenya anies udah kayak psyandu” menunjukkan sentimen negatif terhadap kampanye Anies.,
@AraituLaki Mungkin masih kemakan halusinasi klo Anies jd Gubernur karena Prabroro. Dasar Kampret palsu.,Negatif,Tweet ini menunjukkan kritik terhadap Anies dan pendukungnya.,Frasa “Dasar Kampret palsu” menunjukkan sentimen negatif terhadap Anies dan pendukungnya.,
@Dahnilanzar @KemhanRI di 01 pak anies yg maju. menjawab apapun permasalahan. apapun. laahh ini..? hmmmm.. ,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan kemampuannya dalam menjawab permasalahan.,Frasa “menjawab apapun permasalahan” menunjukkan dukungan dan apresiasi terhadap Anies.,
@SumitroYoel Alasannya sederhana pilih Anies hanya supaya aku gak punya pemimpin hasil nepotisme.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan alasan menolak nepotisme.,Frasa “supaya aku gak punya pemimpin hasil nepotisme” menunjukkan dukungan dan apresiasi terhadap Anies.,
@cnbcindonesia Dari kemampuan. Anies paling unggul. Beliau cerdas amanah. Berwibawa. Santun. Toleran pada semua golongan. Umur pas belum uzur dan bukan bocil. Otaknya ngak porno. Dll.,Positif,Tweet ini menunjukkan dukungan kuat terhadap Anies dengan menyebutkan berbagai kualitas positifnya.,Frasa “Anies paling unggul” dan “cerdas amanah” menunjukkan dukungan dan apresiasi terhadap Anies.,
@AbdulRachimmks Nih aku tambahin Dinda hauw artis sinetron... dg suaminya Rey mbayang pilih pak Anies... https://t.co/JK6KhSmUtZ,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan dukungan dari figur publik.,Frasa “pilih pak Anies” menunjukkan dukungan terhadap Anies.,
sabar bang... nanti kalau anies menang diangkat jadi stafsus minimal diganti motornya.,Netral,Tweet ini bersifat humoris dan tidak menunjukkan emosi yang kuat.,Frasa “kalau anies menang” menunjukkan spekulasi tanpa emosi yang kuat.,
@owlbuble @pangeransiahaan Jadi Nostalgia samaa pilkada gk sih. Dku anies jg digadang bakal keok apa lg lawannya raksasa ahok yg dibeking pemerintah dan AHY yg jg partai besar. Tp liat kuasa Allah itu nyata. Anies malah menang di putaran 2.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan kemenangannya di masa lalu.,Frasa “Anies malah menang di putaran 2” menunjukkan dukungan dan apresiasi terhadap Anies.,
@chitattooes pak anies kok bisa sabar banget ya nahan fitnah bertahun tahun...,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan mengapresiasi kesabarannya.,Frasa “sabar banget ya nahan fitnah” menunjukkan dukungan dan apresiasi terhadap Anies.,
@BANGVELLX @c0mbra1n @sosmedkeras Alasan bodoh siapa bilang anies belum pernah menjabat? Bedakan yg 5 tahun di Menhan tapi sudah bermainÂ² dengan uang negara begini kalau hati busuk yg mau di lihat hanya yg burukÂ² saja.,Negatif,Tweet ini menunjukkan kritik terhadap Anies.,Frasa “kalau hati busuk yg mau di lihat hanya yg burukÂ² saja” menunjukkan sentimen negatif terhadap Anies.,
pak Anies yg difitnah aku yg pengen nangis kuat bgt beliau ,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan mengapresiasi kekuatannya.,Frasa “kuat bgt beliau” menunjukkan dukungan dan apresiasi terhadap Anies.,
@yshmne___ Sebenernya kalau diliat pas pencalonan gua tau kalau kemungkinan menang nya kecil karena Nasdem para kadernya gak semuanya setuju ditambah pak Paloh juga set hati dukung pak anies.tapi gua pernah denger kalau pak Anies ini garis tangannya bagus walaupun gua ngerasa -,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan keyakinan akan keberuntungannya.,Frasa “pak Anies ini garis tangannya bagus” menunjukkan dukungan dan keyakinan terhadap Anies.,
@Ibrahimaji33 @ebiipurai Dihhhh? sori yeee 10 tahun lalu udah ikut support Mas Anies di Konvensi PD udah kagum dari dulu https://t.co/cHddWvD8k1,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan dukungan jangka panjang.,Frasa “udah ikut support Mas Anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
@WidasSatyo Orang berkontestasi seperti ini hal biasa Pak. Dia tahu jelek nya Ahok lalu diungkapkan dengan gaya menasihati kalau Anies jadi gub ya begini..begitu. Sama kek merubah nama jalan RS konsep air masuk tanah...supaya kelihatan fresh from the oven karya Anies.,Netral,Tweet ini bersifat informatif tanpa emosi yang kuat.,Frasa “supaya kelihatan fresh from the oven karya Anies” menunjukkan fakta tanpa emosi yang kuat.,
Survei Asing Prediksi Hasil Pilpres Bukan Anies-Prabowo-Ganjar Tapi.. https://t.co/dFFaazqWHb,Netral,Tweet ini hanya menyebutkan hasil survei tanpa emosi yang kuat.,Frasa “Survei Asing Prediksi Hasil Pilpres” menunjukkan fakta tanpa emosi yang kuat.,
@NdrewsTjan Ada yg ngerti mksud dari ini bang?? https://t.co/w4p85Cx9wX,Netral,Tweet ini hanya bertanya tanpa emosi yang kuat.,Frasa “Ada yg ngerti mksud dari ini” menunjukkan pertanyaan tanpa emosi yang kuat.,
ngerti kok pak Anies syndrome perfect person ini selalu merugikan kita yang selalu dikira 'kind person'. dikira gak boleh memasak mengkritik bargaining etc hidup kan prinsip utamanya honesty and transparancy mereka menuntut kesempurnaan karena nyari hal yg gak ada dari kita,Negatif,Tweet ini menunjukkan kritik terhadap Anies.,Frasa “selalu merugikan kita” menunjukkan sentimen negatif terhadap Anies.,
Warna orange di JIS saat kampanye akbar Anies- Muhaimin itu ada 3 Warna PKS Pendukung Anies pakai baiu timnas Belanda dan Kursi Kosong.,Netral,Tweet ini hanya menyebutkan fakta tanpa emosi yang kuat.,Frasa “Warna orange di JIS” menunjukkan fakta tanpa emosi yang kuat.,
@SumitroYoel Biasanya orang baik pilih orang baik. Orang cerdas memilih dengan cerdas. Pak Anies org baik pak Anies orang cerdas. Pertanyaannya: Seberapa banyak orang baik atau org cerdas di Indonesia? Tunggu keputusan dan kehendak Alloh SWT Tuhan YME. Kita hanya bisa berikhtiar dan do'a.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan kualitas positifnya.,Frasa “Pak Anies org baik pak Anies orang cerdas” menunjukkan dukungan dan apresiasi terhadap Anies.,
iya bener kaaak pendukung Anies itu nyebelinnnn semuaaaaaaaaaa setuju banget sayaaaaaaaaaa. Say no to PKS! Say no to FPI! Say no to HRS! Mari kita pilih pemimpin berdasarkan pendukungnya! 01 pendukungnya jelek semua ayo kita lari ke 02/03 krn pendukungnya hebat2ï¸,Negatif,Tweet ini menunjukkan kritik terhadap pendukung Anies.,Frasa “pendukung Anies itu nyebelinnnn” menunjukkan sentimen negatif terhadap pendukung Anies.,
gantengan staff nya pak anies yang mas gian anjay,Netral,Tweet ini bersifat humoris tanpa emosi yang kuat.,Frasa “gantengan staff nya pak anies” menunjukkan humor tanpa emosi yang kuat.,
@alextham878 @prabowo Aku tetep pilih pemimpin berdasarkan rekam jejaknya yaa jelas aku pilih Anies dong masa dukung PS. Rugi dong https://t.co/XExvmMCBcJ,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan menyebutkan rekam jejaknya.,Frasa “aku pilih Anies dong” menunjukkan dukungan dan apresiasi terhadap Anies.,
@SimplyRaka @RolantinoAbdi Iya terima kasih... Itu artinya kedua ilmu tersebut udah nancep di kepala pak Anies.,Positif,Tweet ini menunjukkan dukungan terhadap Anies dengan mengapresiasi pengetahuannya.,Frasa “udah nancep di kepala pak Anies” menunjukkan dukungan dan apresiasi terhadap Anies.,
@gahana5150 @SumitroYoel Tapi coba dibaca lagi kayanya ga ada yang jatuhin pks itukan pemikiran awal mereka tentang pks tapi setelah itu mereka tahu bahwa pks ga pernah nyetir pak anies,Netral,Tweet ini bersifat informatif tanpa emosi yang kuat.,Frasa “ga ada yang jatuhin pks” menunjukkan fakta tanpa emosi yang kuat.,
Ya Allah tolong nanti semua penderitaan di kepimpinan prabowo tolong kasih ke pendukungnya sama yang fitnah abah anies jangan saya juga ikutan (^_^),Negatif,Tweet ini menunjukkan kritik terhadap Prabowo dan pendukungnya.,Frasa “semua penderitaan di kepimpinan prabowo” menunjukkan sentimen negatif terhadap Prabowo dan pendukungnya.,
