created_at,full_text,label,analisis,
Mon Feb 12 23:36:24 +0000 2024,@RcyberProj0 @FALDA81 @Gerindra @gibran_tweet @prabowo @budimuni98 @Projo_Pusat @handoko2411 Penggirigan opini satu putaran takut klu dua putaran kalah maning klu yg survey orang luar baru bisa di percaya tidak ada kepentingan lah ini....,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap strategi kampanye Prabowo dengan menyatakan bahwa opini satu putaran dibuat karena takut kalah di dua putaran.,Ketidakpuasan terhadap strategi kampanye menunjukkan sentimen negatif.
Mon Feb 12 23:35:42 +0000 2024,@chitattooes Kena label politik identitas karena menang didukung sama kelompok Islam kanan. Padahal yang didukung sama kelompok itu ada Prabowo AHY Sandiaga. Bahkan Prabowo rutin dateng ke acara reuni 212 sambil orasi di atas panggung. Tapi tetep label itu melekat di Anies ‍️,Netral,Tweet ini hanya menyatakan fakta bahwa Prabowo juga didukung oleh kelompok Islam kanan tanpa menunjukkan sentimen yang jelas.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:35:27 +0000 2024,Gw yakin tragedi 2019 akan terulang pak prabowo gabung ke kabinet pak jokowi jgnlah klean bilang pak anies dicap sebagai penghianat,Netral,Tweet ini hanya menyatakan kemungkinan terulangnya kejadian 2019 tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:35:08 +0000 2024,Syarat mendukung Prabowo-Gibran : IQ di bawah 80,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap Prabowo dan Gibran dengan menyatakan bahwa pendukungnya memiliki IQ rendah.,Ketidakpuasan terhadap Prabowo dan Gibran menunjukkan sentimen negatif.
Mon Feb 12 23:35:05 +0000 2024,Balasan Dahnil ke Ahok soal Khawatir Jokowi Ditipu Prabowo - detikNews https://t.co/ceav7EVC7d,Netral,Tweet ini hanya memberikan informasi tentang balasan Dahnil ke Ahok tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:35:04 +0000 2024,@DokterTifa @prabowo @gibran_tweet gak iso al fateha tenan ta?,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap Prabowo dan Gibran dengan menyatakan bahwa mereka tidak bisa membaca al-Fatihah.,Ketidakpuasan terhadap Prabowo dan Gibran menunjukkan sentimen negatif.
Mon Feb 12 23:34:59 +0000 2024,its REALLY THAT BAD now that this happened and yet those yang suka demo turun kejalan selama jadi maba sampe semester 5 malah jadi buzzer relawan projo real malah mengagung agungkan prabowo gibran kyk orang tolol dude lo dulu turun kejalanan anjeng JGN JGN FOR THE SHOW AJA,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap pendukung Prabowo dan Gibran yang dianggap berubah sikap.,Ketidakpuasan terhadap pendukung Prabowo dan Gibran menunjukkan sentimen negatif.
Mon Feb 12 23:34:59 +0000 2024,@realfedinuril Coba lu lihat lg pertanyaan lu apa disitu lu minta penjelasan ttg isu kerjasama prabowo dgn israel.pertanyaan lu itu cukup dijawab ya atau tdk dan sdh dijawab oleh dahnil kalau lu ngerasa belum dijawab berarti otak lu dangkal,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap Prabowo dengan menyatakan bahwa pertanyaan tentang kerjasama dengan Israel sudah dijawab.,Ketidakpuasan terhadap Prabowo menunjukkan sentimen negatif.
Mon Feb 12 23:34:51 +0000 2024,MOHON @aniesbaswedan @prabowo @ganjarpranowo Secara LANGSUNG PRIBADI Malam Ini tanpa di-saksikan- ketahui oleh manusia siapapun BERSUMPAH ke Allah SWT akan BERBUAT yg TERBAIK utk NKRi dan MOHON utk di Azab Yg Sgt Hina Sesegera Mungkin jika melanggar janji²nya? https://t.co/RLMevKZrOo,Netral,Tweet ini hanya meminta sumpah dari para calon presiden tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:34:43 +0000 2024,@AirinDatangLagi Kalau saya berpikiran gini mbak... Dulu kan kubu Prabowo ini kan yg sula serang musuhnya sebagai Anak Cucu PKI?? Lah kok sekarang mereka mau2nya dipasangkan dengan Putu buyut PKI ya? ,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap Prabowo dengan menyatakan bahwa kubunya sekarang dipasangkan dengan keturunan PKI.,Ketidakpuasan terhadap Prabowo menunjukkan sentimen negatif.
Mon Feb 12 23:34:31 +0000 2024,@xquitavee Itu lah kak semoga Prabowo / Gibran menang,Positif,Tweet ini menunjukkan dukungan terhadap Prabowo dan Gibran dengan menyatakan harapan agar mereka menang.,Dukungan dan harapan agar Prabowo dan Gibran menang menunjukkan sentimen positif.
Mon Feb 12 23:34:30 +0000 2024,@realfedinuril @prabowo @Dahnilanzar lanjutkan bang @realfedinuril jadi penasaran ini jawabannya,Netral,Tweet ini hanya menyatakan penasaran terhadap jawaban tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:34:26 +0000 2024,@MrHeisenbergggg @dalijo3001_jgj @NewsGemini49617 @tvOneNews Semua sama aja. Banyak pro 02 juga percaya Munir ngebela Prabowo cm dari video pendek yg udh dipotong2,Netral,Tweet ini hanya menyatakan bahwa banyak pendukung Prabowo percaya pada video pendek tanpa menunjukkan sentimen yang jelas.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:34:21 +0000 2024,@Projo_Pusat @Cakrawala_nst @Gerindra @gibran_tweet @prabowo @budimuni98 @RcyberProj0 @handoko2411 @FALDA81 Massa tenang bosss ndak usah cawe ,Netral,Tweet ini hanya menyatakan agar massa tenang tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:34:14 +0000 2024,@sukardiyahya162 Alhamdulillah pak Anies -muhaimin mengungguli prabowo -gibran di hari2 terakhir menjelang masa tenang https://t.co/6VTPg59JuN,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap Prabowo dan Gibran dengan menyatakan bahwa Anies dan Muhaimin mengungguli mereka.,Ketidakpuasan terhadap Prabowo dan Gibran menunjukkan sentimen negatif.
Mon Feb 12 23:34:09 +0000 2024,@jokoanwar Yang pasti anda tidak bisa memilih lagi Jokowi karena seperti kata Ahok Jokowi tidak bisa kerja! Bukan maksudnya selama menjadi presiden Jokowi tidak bisa kerja tetapi maksudnya jika terpilih yang presiden itu Prabowo bukan Jokowi lagi. Yang kerja sebagai presiden itu bukan,Netral,Tweet ini hanya menyatakan bahwa Jokowi tidak bisa dipilih lagi tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:34:05 +0000 2024,Kalo cawapresmu siapa tuh pak? Cc:@prabowo @Gerindra,Netral,Tweet ini hanya menanyakan siapa calon wakil presiden tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:34:05 +0000 2024,Kubu Prabowo-Gibran Sebut Film Dirty Vote Bernada Fitnah Bawaslu Buka Suara https://t.co/GcwTJX45CN,Netral,Tweet ini hanya memberikan informasi tentang tanggapan kubu Prabowo-Gibran terhadap film Dirty Vote tanpa menunjukkan sentimen yang jelas.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:34:05 +0000 2024,Analis Pertahanan dan Militer Connie Rahakundini Bakrie menanggapi pernyataan Ketua TKN Prabowo-Gibran Rosan Roeslani yang menyebut dirinya mengingin... https://t.co/XsWSE8Is9g,Netral,Tweet ini hanya memberikan informasi tentang tanggapan Connie Rahakundini Bakrie tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:33:59 +0000 2024, Desersi akibat perbuatan Menculik dan atau Menghilangkan sebagian nyawa Mahasiswa ini #FaktaSejarah yang sulit dibantah @prabowo terkait #RekamJejak nya,Negatif,"Tweet ini mengungkit peristiwa masa lalu terkait dugaan pelanggaran HAM oleh Prabowo, dengan menyatakan fakta sejarah yang sulit dibantah.","Kritik terhadap rekam jejak Prabowo, terutama terkait isu HAM, menunjukkan ketidakpuasan yang jelas."
Mon Feb 12 23:33:56 +0000 2024,@Bisniscom Satu kata untuk relawan prabowo gibran GOBLOK,Negatif,"Tweet ini menggunakan kata kasar ""GOBLOK"" untuk merujuk pada relawan Prabowo-Gibran, yang merupakan bentuk hinaan atau ejekan.",Penggunaan kata penghinaan secara langsung terhadap relawan Prabowo dan Gibran menunjukkan sentimen negatif yang kuat.
Mon Feb 12 23:33:46 +0000 2024,@rendiristian @abu_waras @prabowo @gibran_tweet cb @blackshark7890 ada temenmu cari nasi kotak. tolong dicerahkan ,Netral,"Tweet ini hanya menanyakan tentang seseorang yang mencari nasi kotak, tanpa ada indikasi sentimen terhadap Prabowo atau Gibran.",Tidak ada indikasi opini atau sentimen terkait Prabowo atau Gibran dalam tweet ini.
Mon Feb 12 23:33:41 +0000 2024,@gvfftj @jokowi @prabowo @gibran_tweet @siregar_najeges @Candra4smara @Gojekmilitan Janganlah hatimu kotor sampai tak melihat fakta bahwa JIS telah dibersihkan pendukung Abah Anies,Netral,"Tweet ini membicarakan pendukung Anies yang membersihkan JIS, tanpa sentimen positif atau negatif terhadap Prabowo atau Gibran.","Fokus tweet adalah pada pendukung Anies, tidak ada penilaian terhadap Prabowo atau Gibran."
Mon Feb 12 23:33:37 +0000 2024,Heran sama orang yg bilang pilih prabowo karena dia yang bener2 tulus. Dari mananya??? Seserakah2nya orang ya prabowo itu,Negatif,"Tweet ini mempertanyakan ketulusan Prabowo dan menyebutnya serakah, yang jelas menunjukkan ketidakpuasan.",Kritik langsung terhadap sifat dan karakter Prabowo menunjukkan sentimen negatif.
Mon Feb 12 23:33:36 +0000 2024,Tim Prabowo sebenarnya jg cerdas2 tp tdk malu2 berbohong mengada2 memuji yg tdk benar. Fakta Prabowo krg wawasan tkt debat tkt presentasi &amp; lambat berfikir kecuali didepan pendukungnya berapi2 jelek2in yg lain. Apanya yg mau dipilih ?,Negatif,"Tweet ini mengkritik tim Prabowo dan menyebut Prabowo kurang wawasan serta takut debat, dengan nada ketidakpuasan yang kuat.",Kritik pada kualitas intelektual dan kepemimpinan Prabowo jelas menunjukkan sentimen negatif.
Mon Feb 12 23:33:25 +0000 2024,@alpharexza @prabowo @gibran_tweet cukup lucu..,Netral,"Tweet ini menyatakan bahwa sesuatu terkait Prabowo dan Gibran ""cukup lucu"", namun tidak ada penilaian positif atau negatif yang jelas.",Tidak ada indikasi opini atau sentimen terhadap Prabowo atau Gibran.
Mon Feb 12 23:33:25 +0000 2024,@Avolanza @realfedinuril @prabowo @Dahnilanzar @Dahnilanzar udah keterlaluan menjilatinya. Celupan Muhammadiyah nya kalah kuat dengan dunia dan kemewahan. Bikin malu aja,Negatif,"Tweet ini mengecam seseorang yang mendukung Prabowo dan menyebutnya memalukan, dengan fokus pada aspek agama dan kemewahan.",Kritik langsung pada perilaku seseorang yang mendukung Prabowo dan menyebutnya memalukan menunjukkan sentimen negatif.
Mon Feb 12 23:33:12 +0000 2024,@GwynxAsh @jokowi @prabowo @gibran_tweet @ana_khoz @AnnaYellowHeart @JarnasABWBpn Aku 100 persen dukung abah Anies,Positif,Tweet ini dengan jelas menyatakan dukungan penuh terhadap Anies.,Dukungan langsung dan total kepada Anies menunjukkan sentimen positif.
Mon Feb 12 23:32:47 +0000 2024,@HelmiIndraRP Mungkin akan bertambah orang2 yg pengen adil jadi dicoblos tiga tiganya mas,Netral,"Tweet ini hanya menyatakan harapan bahwa akan ada lebih banyak orang yang ingin memilih secara adil tanpa penilaian yang jelas terhadap Prabowo, Anies, atau Gibran.","Tidak ada sentimen yang jelas terkait Prabowo, Gibran, atau Anies."
Mon Feb 12 23:32:45 +0000 2024,@GlowTryz @Mdy_Asmara1701 @jokowi @prabowo @gibran_tweet @bachrum_achmadi @GeiszChalifah @NenkMonica JIS bersih bangeeet orang2 muslim pendukung pak Anies sangat concern dengan kebersihan,Netral,Tweet ini hanya membicarakan pendukung Anies yang peduli dengan kebersihan JIS tanpa menunjukkan sentimen positif atau negatif terhadap Prabowo atau Gibran.,"Fokus pada pendukung Anies, tidak ada penilaian terhadap Prabowo atau Gibran."
Mon Feb 12 23:32:45 +0000 2024,@Ruuunn0 Gak harus di masa tenang pemilu. Kan pemilu dua putaran ris bisa diupload tgl 14/15 Sama ae kayak film yg dulu Sexy Killer sama-sama jatuhin Prabowo-Jokowi di masa tenang akhirnya malah rame. Pola sama + ketololan timing rilis sama,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap strategi kampanye yang dianggap menjatuhkan Prabowo di masa tenang pemilu.,Ketidakpuasan terhadap strategi kampanye menunjukkan sentimen negatif.
Mon Feb 12 23:32:22 +0000 2024,@___sempat Sorry ga berlaku buat gua yg konsisten nolak prabowo dari dulu. Golput adalah jalan terbaik menurut gua saat itu krn terlalu sedih dihadapkan sama kedua calon yg sama buruknya. https://t.co/s38OWVb2mk,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap Prabowo dengan menyatakan bahwa penulis selalu menolak Prabowo.,Pernyataan eksplisit tentang penolakan tanpa ambiguitas menunjukkan ketidakpuasan langsung.
Mon Feb 12 23:32:18 +0000 2024,@haliday0147 @AnKiiim_ @jokowi @prabowo @gibran_tweet @abu_waras @panca66 @DS_yantie Tulisan tendensius dan menggiring opini,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap tulisan yang dianggap tendensius dan menggiring opini tentang Prabowo.,Ketidakpuasan terhadap tulisan yang menggiring opini menunjukkan sentimen negatif.
Mon Feb 12 23:32:17 +0000 2024,@fadlizon @prabowo @gibran_tweet jangan pilih #PolitikDinasti https://t.co/2I1fDZgivm,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap Prabowo dan Gibran dengan menyatakan untuk tidak memilih politik dinasti.,Ketidakpuasan terhadap politik dinasti menunjukkan sentimen negatif.
Mon Feb 12 23:32:17 +0000 2024,@napakimchi_ @blank0429 @AzzamIzzulhaq @realfedinuril Thn 2014 yg kerjasama bukan Prabowo. Tapi Del university. Dan kita tahu itu punya siapa.,Netral,Tweet ini hanya menyatakan fakta bahwa kerjasama tahun 2014 bukan dengan Prabowo tanpa menunjukkan sentimen yang jelas.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:32:15 +0000 2024,Masa iya sih DUIT SEBANYAK ITU UNTUK KAMPANYE bpk @prabowo dari HASIL KORUPSI?? Lalu nantinya BUKAN DITANGGUNG oleh rakyat (LAGI) kan??? Video lengkap: https://t.co/rpYodjlaUQ Oleh: @BabehAldoAje135 #SalamPerubahan #KembalikanUUD45 #SalamPeoplePower #AsalBukanPrabowoGibran https://t.co/OETThQEXe3,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap Prabowo dengan menyatakan bahwa dana kampanye berasal dari hasil korupsi.,Ketidakpuasan terhadap Prabowo menunjukkan sentimen negatif.
Mon Feb 12 23:32:14 +0000 2024,@realfedinuril @prabowo @Dahnilanzar Transaksi indo israel mah udh dari dulu mas. Dulu ada operasi Alpha skrg transaksinya lewat pihak ketiga walau brokernya bentukan israel juga sih.. Tp secara perjalanannya itu gak ngelanggar konstitusi. Suka gak suka bgitu kenyataannya..,Netral,Tweet ini hanya menyatakan fakta tentang transaksi Indonesia-Israel tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:32:14 +0000 2024,Perasaan yang dibahas semua kubu deh koo 02 panik banget yak? @prabowo @gibran_tweet Duhh belom mimpin aja udah dikit2 lapor,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap Prabowo dan Gibran dengan menyatakan bahwa mereka panik dan sering melapor.,Ketidakpuasan terhadap Prabowo dan Gibran menunjukkan sentimen negatif.
Mon Feb 12 23:32:13 +0000 2024,@rodG_soFast @TommyPato7 @sosmedkeras namanya kampanye mau positive campaign atau negative campaign tetep engga boleh di masa tenang kaesang prabowo positive campaign aja kena semprot bawaslu,Netral,Tweet ini hanya menyatakan bahwa kampanye tidak boleh dilakukan di masa tenang tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:32:11 +0000 2024,@haidar_arash68 @GOYY25_25 @msaid_didu @prabowo https://t.co/b7RNyrP96w Yah.. namanya wifi gratis dari jaman Pak Fauzi Bowo sudah ada om.. sama kayak jaklingko yang di klaim inisiasi yohanies Baswedan padahal hanya ganti nama program pak Sutiyoso ,Netral,Tweet ini hanya menyatakan bahwa program wifi gratis sudah ada sejak zaman Pak Fauzi Bowo tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:32:02 +0000 2024,@KompasTV Gibran : saya anaknya pa jokowi pa yg dibantu paman saya bisa jadi lolos mencalonkan diri jd cawapres pa prabowo,Netral,Tweet ini hanya menyatakan fakta bahwa Gibran mencalonkan diri sebagai cawapres Prabowo tanpa menunjukkan sentimen yang jelas.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:31:58 +0000 2024,@Bisniscom Situkang lapor @prabowo data dan fakta ya di balas dengan data dan fakta.,Netral,Tweet ini hanya menyatakan bahwa data dan fakta harus dibalas dengan data dan fakta tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:31:52 +0000 2024,@realfedinuril @prabowo @Dahnilanzar @CNNIndonesia jangan asal nulis berita kau,Netral,Tweet ini hanya menyatakan agar tidak menulis berita sembarangan tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:31:43 +0000 2024,@nadinelustre0 Fungsi hukum termasuk mengatur hak dan kewajiban warga negara serta hak dan kewajiban pemerintah,Netral,Tweet ini hanya menyatakan fungsi hukum tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:31:26 +0000 2024,@Uki23 Jubir prabowo yang panik sampe buat video knpres wkwkwk. Semua orang juga tau,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap juru bicara Prabowo yang dianggap panik.,Ketidakpuasan terhadap juru bicara Prabowo menunjukkan sentimen negatif.
Mon Feb 12 23:31:24 +0000 2024,@WAlhamid64435 @KolorAbangIjo @praburevolusi tp Prabowo nyiapin 100 sniper buat Gus Dur....klo bener juga Gusdurian pasti dukung Prabowo...,Netral,Tweet ini hanya menyatakan bahwa Prabowo menyiapkan 100 sniper untuk Gus Dur tanpa menunjukkan sentimen yang jelas.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:28:42 +0000 2024,@wnisekai aku kemarin bikin status soal dirty vote di wa gak lama orang2 yg dukung prabowo baper banget kenapa baru sekarang tayangnya? ini kan masa tenang. kek kenapa malah fokusnya kesitu? bukan ke isi film nya,Netral,Tweet ini hanya menyatakan bahwa pendukung Prabowo baper terhadap film dirty vote tanpa menunjukkan sentimen yang jelas.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:28:38 +0000 2024,@gerimisn @realfedinuril @prabowo @Dahnilanzar hapus akun ig bang berapa,Netral,Tweet ini hanya menanyakan harga untuk menghapus akun IG tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:28:22 +0000 2024,@DedynurPalakka @jokowi @prabowo Psi dan kadernya hobi menjilat ludah sendiri.,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap Prabowo dan kadernya dengan menyatakan bahwa mereka suka menjilat ludah sendiri.,Ketidakpuasan terhadap Prabowo dan kadernya menunjukkan sentimen negatif.
Mon Feb 12 23:28:10 +0000 2024,@JSTrikukuh Nggak bilang lho aku masnya dukung Prabowo. Kan siapa tau dukung Ganjar. Padahal 3-3 nya juga dibahas.,Netral,Tweet ini hanya menyatakan bahwa semua calon dibahas tanpa menunjukkan sentimen yang jelas terhadap Prabowo.,Tidak ada dukungan atau penolakan yang jelas terhadap Prabowo.
Mon Feb 12 23:28:00 +0000 2024,@Bull_winner Masalahnya km siapa? Knp km yg klarifikasi? Knp prabowo tdk pernah mencoba sama sekali untuk coba bicara didepan kluarga yg menjadi korban... Knp harus org seperti kalian yg mau mgclearkan masalah ham klo ternyata pelaku masih sehat dan bisa bicara???,Negatif,Tweet ini menunjukkan ketidakpuasan terhadap Prabowo dengan menyatakan bahwa dia tidak pernah mencoba bicara di depan keluarga korban HAM.,Ketidakpuasan terhadap Prabowo menunjukkan sentimen negatif.
Mon Feb 12 23:27:27 +0000 2024,@DedynurPalakka @jokowi @prabowo Rekam jejak opa ulik itu penuh darah.,Negatif,"Tweet ini mengkritik Prabowo dengan menyebut rekam jejaknya penuh darah, yang menunjukkan tuduhan serius dan negatif.",Tuduhan serius mengenai rekam jejak yang penuh darah menunjukkan sentimen negatif.
Mon Feb 12 23:27:14 +0000 2024,@tohariazka87 @FayaAtika Setau sy prabowo bukan tukang tipu tapi kalo ditipu sering ditipu anies sering ditipu mega saat perjanjian batu tulis pernah itulah realitas politik,Netral,"Tweet ini menyatakan bahwa Prabowo sering ditipu dalam politik, tanpa menunjukkan dukungan atau penolakan yang jelas terhadapnya.",Pernyataan mengenai seringnya ditipu dalam politik menunjukkan netralitas tanpa sentimen yang jelas.
Mon Feb 12 23:25:43 +0000 2024,@realfedinuril @prabowo @Dahnilanzar Gada kerjaan banget si lu @realfedinuril,Negatif,"Tweet ini mengkritik pengguna lain dengan menyatakan bahwa mereka tidak memiliki pekerjaan, yang menunjukkan ketidakpuasan dan kritik.",Kritik langsung terhadap pengguna lain menunjukkan sentimen negatif.
Mon Feb 12 23:25:32 +0000 2024,@PutuSambernyawa @miskiy28 krna seperti yg lu bilang gada bukti pendukung meminta diadakan pengadilan knp ga sekalian aja ngajak pendukung nys buat nyelesain ini kasus Prabowo lawan 1 rakyat indo emgnya bisa apa? pasti dibongkar juga.,Netral,Tweet ini membahas kurangnya bukti pendukung untuk pengadilan tanpa menunjukkan dukungan atau penolakan yang jelas terhadap Prabowo.,Pembahasan mengenai kurangnya bukti pendukung menunjukkan netralitas tanpa sentimen yang jelas.
Mon Feb 12 23:25:23 +0000 2024,@GirlBieberJ @Neng_Geulis_ @jokowi @prabowo @gibran_tweet @Urrangawak @BiLLRaY2019 @narkosun Mengapa sih pendukung Prabowo susah dibilangin? Gak pernah cerdas dan kritis gitu,Negatif,"Tweet ini mengkritik pendukung Prabowo dengan menyatakan bahwa mereka tidak cerdas dan kritis, yang menunjukkan ketidakpuasan dan kritik.",Kritik terhadap pendukung Prabowo menunjukkan sentimen negatif.
Mon Feb 12 23:25:23 +0000 2024,@zarryhendrik Bang @zarryhendrik gua ganti susu jadi oatside di kopi kenangan aja nambah 3 ribu Kan mayoritas orang indo laktosa intoleran Itu 3 ribu x 80 juta aja udah 240 miliar bang Pake hartanya pak @prabowo yang dilaporin ke LHKPN aja cuma cukup buat 8 hari,Netral,Tweet ini membahas perubahan susu dan intoleransi laktosa tanpa menunjukkan dukungan atau penolakan yang jelas terhadap Prabowo.,Pembahasan mengenai perubahan susu dan intoleransi laktosa menunjukkan netralitas tanpa sentimen yang jelas.
Mon Feb 12 23:25:21 +0000 2024,@DedynurPalakka @jokowi @prabowo bersatu merusak demokrasi demi anak kandung itu kurang ajar ,Negatif,"Tweet ini mengkritik Prabowo dan Jokowi dengan menyatakan bahwa mereka merusak demokrasi demi anak kandung, yang menunjukkan ketidakpuasan dan kritik.",Kritik terhadap Prabowo dan Jokowi menunjukkan sentimen negatif.
Mon Feb 12 23:25:21 +0000 2024,@2009isbestyear Coba bikin narasi yg sama buat prabowo. Udh 3 kali tidak diinginkan Indonesia. Kalo kali ini yg ke 4 + didukung penguasa dan semua lembaga. Kalo masih kalah dia suru ndekem aja di penjara apa suru bikin rumah di FE gmna??? Coba posting liat reaksi publik,Negatif,Tweet ini mengkritik Prabowo dengan menyatakan bahwa dia tidak diinginkan oleh Indonesia dan menyarankan agar dia dipenjara atau membuat rumah di FE jika kalah lagi.,Kritik langsung terhadap Prabowo menunjukkan sentimen negatif.
Mon Feb 12 23:25:14 +0000 2024,@strike_bravo_b Itu info soal masa jabatan Prabowo kan udah lama bud tapi pas gua baca lagi kronologinya gua mencium bau2 tak sedap. Clue-nya kenapa cuma nama Rosan yang disebut kalo mau hantam kromo sekalian ,Netral,Tweet ini membahas informasi mengenai masa jabatan Prabowo tanpa menunjukkan dukungan atau penolakan yang jelas terhadapnya.,Pembahasan mengenai informasi masa jabatan menunjukkan netralitas tanpa sentimen yang jelas.
Mon Feb 12 23:25:10 +0000 2024,@realfedinuril @prabowo @Dahnilanzar Jijik gua lama2. Caper bgt kek cewe3,Negatif,"Tweet ini mengkritik pengguna lain dengan menyatakan bahwa mereka menjijikkan dan mencari perhatian, yang menunjukkan ketidakpuasan dan kritik.",Kritik langsung terhadap pengguna lain menunjukkan sentimen negatif.
Mon Feb 12 23:25:00 +0000 2024,@NoviBudi78 @prabowo wong salah bakal seleh ....️️ ️️🇮🇩,Netral,"Tweet ini tidak menunjukkan dukungan atau kritik yang jelas terhadap Prabowo, hanya menyatakan bahwa orang yang salah akan kalah.",Pernyataan umum tanpa sentimen yang jelas menunjukkan netralitas.
Mon Feb 12 23:24:58 +0000 2024,@SumitroYoel 2014 2019 total bulat ke Prabowo serumah... Kami skrg logic aja : 1. Fisik prabowo sdh lemah too old kata anak mbarep ..mikir berat ntar ambruk jd ga mau mikir berat buat rakyat...pasti itu. 2. Spiritualitas apapun agamamu...spiritualitas akan menjadi penerang jalan hidup,Negatif,"Tweet ini mengkritik kondisi fisik dan kemampuan Prabowo untuk memimpin, serta menyatakan bahwa spiritualitas akan menjadi penerang jalan hidup.",Kritik terhadap kondisi fisik dan kemampuan memimpin menunjukkan sentimen negatif.
Mon Feb 12 23:24:55 +0000 2024,@ejaferdiansyah @prabowo @gibran_tweet Pemilu Damai Indonesia Menang,Positif,Tweet ini mendukung Prabowo dan Gibran dengan menyatakan harapan untuk pemilu damai dan kemenangan Indonesia.,Dukungan terhadap Prabowo dan harapan untuk pemilu damai menunjukkan sentimen positif.
Mon Feb 12 23:24:54 +0000 2024,@denismalhotra kalo di tiktok sama ig pasti udh rame ga ngaruh ttp all in prabowo kalo ga gitu pragib menang presiden sampe gw muak liatnya,Negatif,Tweet ini menyatakan ketidakpuasan dengan Prabowo dan menyebutkan bahwa dia muak melihatnya.,Ketidakpuasan dan pernyataan muak menunjukkan sentimen negatif.
Mon Feb 12 23:24:42 +0000 2024,Pendukung Prabowo cuman 2 saja 1. Orang kaya artis dan elite yang takut kekayaan dan kelangsungan kerjaannya terganggu 2. Orang bodoh,Negatif,Tweet ini mengkritik pendukung Prabowo dengan menyatakan bahwa mereka hanya terdiri dari orang kaya dan orang bodoh.,Kritik terhadap pendukung Prabowo menunjukkan sentimen negatif.
