Full Text,Label,Analisis,Alasan,
1206 responden itu sudah cukup banyak. Dan yakinlah tak ada pembagian bansos ataupun dimintai data seperti no WA alamat dll di survei ini. Survei Litbang DPP #SahabatGanjar dengan 51 4 % untuk Ganjar-Mahfud Bisa 1 putaran dong kalo gini #GanjarMahfud2024,Positif,Tweet ini menunjukkan hasil survei yang mendukung Ganjar-Mahfud.,Hasil survei yang mendukung menunjukkan sentimen positif.,
Ada 2 hal yg akan ditinggalkan oleh Jokowi 1. Pembangunan infrastruktur disegala bidang 2. Demokrasi Hukum KKN hancur disegala lini. Untuk memperbaiki semua ini Solusinya Ganjar & Mahfud 1. Ganjar memperbaiki ekonomi segala bidang 2. Mahfud memperbaiki hukum segala bidang.,Positif,Tweet ini memuji solusi Ganjar-Mahfud untuk memperbaiki Indonesia.,Pujian terhadap solusi menunjukkan sentimen positif.,
Hasil exit poll di manca negara adl modal utk di dalam negeri. Biasanya di luar negeri menang dan apalagi di dalam negeri pasti menang. Siapkan emb3r dan mewek ramai2 Rebo malam di kartanegara!!,Netral,Tweet ini membahas hasil exit poll tanpa menunjukkan opini politik yang jelas.,Tidak ada opini politik yang jelas menunjukkan sentimen netral.,
@BangWin04 Sudah mendukung Jokowi anak mantunya menjabat Airlangga Luhut yg Golkar malah jadi menko. Bukanya Puan malah Jokowi mengendors Ganjar. Mau minta perpanjangan pula dimana akan melanggar trade Mark PDIP menjunjung konstitisi,Netral,Tweet ini membahas dukungan Jokowi terhadap Ganjar dan bukan Puan.,Tidak ada opini yang jelas menunjukkan sentimen netral.,
@alextham878 Anies kalah? Tidak masalah mari dukung Ganjar https://t.co/ie8tVh7rXO,Positif,Tweet ini menunjukkan dukungan cadangan untuk Ganjar jika Anies kalah.,Potensi dukungan untuk Ganjar menunjukkan sentimen positif.,
@Fahrihamzah Mau anies kalah pun saya lebih baik untuk dukung saja pak ganjar https://t.co/zkUbKLhb0b,Positif,Tweet ini menunjukkan pilihan untuk mendukung Ganjar jika Anies kalah.,Pilihan untuk mendukung Ganjar menunjukkan sentimen positif.,
@tempodotco Jika Anies kalah lebih baik dukung Ganjar daripada 02 untuk kestabilan dan kemajuan indonesia https://t.co/sERtw50XKL,Positif,Tweet ini menunjukkan dukungan untuk Ganjar jika Anies kalah.,Dukungan untuk Ganjar menunjukkan sentimen positif.,
@VIVAcoid Di luar Negeri baru beberapa Negara aja uda Memimpin apalagi semua negara dan didalam Negeri Ganjar-Mahfud uda menang Pak Lurah… anda jangan menggunakan alat Negara dan Kekuasaan untuk membuat kecurangan dan Spekulasi suara di KPU yah https://t.co/eDbkHC1QUZ,Netral,Tweet ini membahas hasil pemilu tanpa menunjukkan opini politik yang jelas.,Tidak ada opini politik yang jelas menunjukkan sentimen netral.,
@aan_muba mantap,Positif,Tweet ini menunjukkan dukungan singkat dan positif.,Kata “mantap” menunjukkan sentimen positif.,
@Fahrihamzah pak Anies kalah di putaran pertama? jelas pilih pak Ganjar dong ngapain pilih Prabowo,Positif,Tweet ini menunjukkan dukungan untuk Ganjar jika Anies kalah.,Dukungan untuk Ganjar menunjukkan sentimen positif.,
Semangat rakyat Semarang dalam mendukung Ganjar - Mahfud sungguh membara. Kesejahteraan berkali lipat Indonesia Hebat! @tasyajuwita #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan kuat dari Semarang untuk Ganjar-Mahfud.,Dukungan yang kuat menunjukkan sentimen positif.,
Dulu pilih Jokowi sekarang Mas Ganjar jadi pilihan kita. Ganjar Pranowo hanya yang terbaik untuk rakyat @ujg999 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan peralihan dukungan dari Jokowi ke Ganjar.,Dukungan terhadap Ganjar menunjukkan sentimen positif.,
@ccacon Wkwkw bener. Mana yg 01 punya Mutiara Baswedan dan 03 punya Alam Ganjar…,Netral,Tweet ini membahas perbandingan antara kandidat.,Tidak ada opini yang jelas menunjukkan sentimen netral.,
@ganjarpranowo @ernestprakasa Sosweet sekali sih pak Ganjar nonton bareng sama Bu Atikoh,Positif,Tweet ini memuji kebersamaan Ganjar dengan istrinya.,Pujian terhadap kebersamaan menunjukkan sentimen positif.,
@timpenguinnas Apapun yang terjadi tetap konsisten dukung ganjar-Mahfud,Positif,Tweet ini menunjukkan dukungan konsisten untuk Ganjar-Mahfud.,Dukungan konsisten menunjukkan sentimen positif.,
Ganjar-Mahfud hadir untuk memastikan bahwa tak ada lagi yang terpinggirkan di republik ini @ianseelou #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji komitmen Ganjar-Mahfud untuk keadilan.,Pujian terhadap komitmen menunjukkan sentimen positif.,
@Fahrihamzah saya bakal Ganjar kalo di putaran pertama Anies kalah ga bakal dukung Prabowo,Positif,Tweet ini menunjukkan pilihan untuk mendukung Ganjar jika Anies kalah.,Pilihan untuk mendukung Ganjar menunjukkan sentimen positif.,
Kehadiran Pak Ganjar dan Mas Mahfud dalam kampanye akbar Hajatan Rakyat semakin memperkokoh rasa optimisme warga Semarang. Ganjar Pranowo terbukti mensejahterakan @MasGili #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan kuat dari Semarang untuk Ganjar-Mahfud.,Dukungan yang kuat menunjukkan sentimen positif.,
Alam ganjar itu siapanya pak ganjar to???,Netral,Tweet ini bertanya tentang hubungan Ganjar dengan seseorang.,Tidak ada opini yang jelas menunjukkan sentimen netral.,
Bersama Ganjar Pranowo masyarakat didorong untuk bertindak sebagai penjaga keadilan dan kebenaran pemilihan. Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @fauriza_ #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji ajakan Ganjar untuk keadilan.,Pujian terhadap ajakan menunjukkan sentimen positif.,
Meski beda tetap damai di Malaysia… 03 mendominasi coblosan di Malaysia…,Netral,Tweet ini membahas hasil pemilu di Malaysia tanpa menunjukkan opini politik yang jelas.,Tidak ada opini politik yang jelas menunjukkan sentimen netral.,
Warga Semarang yakin Ganjar - Mahfud akan membawa perubahan positif setelah hajatan rakyat tersebut. Ganjar Pranowo hanya yang terbaik untuk rakyat @tinantang #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan kuat dari Semarang untuk Ganjar-Mahfud.,Dukungan yang kuat menunjukkan sentimen positif.,
@PSSleman Ganjar fokus balbalan,Netral,Tweet ini membahas fokus Ganjar pada sepak bola.,Tidak ada opini yang jelas menunjukkan sentimen netral.,
Tetaplah optimis dan yakin bahwa Ganjar-Mahfud akan memimpin dengan baik. Bersama Ganjar kita sejahtera @metahyunn #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan optimisme terhadap kepemimpinan Ganjar-Mahfud.,Optimisme menunjukkan sentimen positif.,
Ganjar-Mahfud bukan sekadar janji tapi komitmen untuk memastikan keadilan bagi semua @imdinus #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji komitmen Ganjar-Mahfud untuk keadilan.,Pujian terhadap komitmen menunjukkan sentimen positif.,
Hajatan Rakyat Ganjar - Mahfud membangkitkan semangat kebangsaan di Semarang. Tiga Kali Lebih Sejahtera Indonesia Jaya! @mediaatre #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan kuat dari Semarang untuk Ganjar-Mahfud.,Dukungan yang kuat menunjukkan sentimen positif.,
Ganjar mahfud bg?,Netral,Tweet ini bertanya tentang hubungan Ganjar dengan Mahfud.,Tidak ada opini yang jelas menunjukkan sentimen netral.,
Gak usah pusingin partai PDIP krn partai ini nyaman di segala situasi. Bisa jadi partai pemerintah dan bisa juga jadi oposisi. Kita lihat besok 14 Feb 24 aja.,Netral,Tweet ini membahas fleksibilitas PDIP tanpa menunjukkan opini politik yang jelas.,Tidak ada opini politik yang jelas menunjukkan sentimen netral.,
@killthedj Jokowi ada 2 hal yg dia tinggalkan 1. Pembangunan infrastruktur disegala lini 2. Demokrasi yg hancur KKN dimana hukum babak belur. Untuk memperbaiki semua ini alternatifnya hanya 1. Menangkan 03 Ganjar Mahfud 1. Ganjar akan memperbaiki semua ekonomi dll 2. Mahfud Mslh Hukum,Positif,Tweet ini menunjukkan dukungan untuk Ganjar-Mahfud sebagai solusi untuk memperbaiki masalah yang ditinggalkan oleh Jokowi.,Dukungan terhadap Ganjar-Mahfud menunjukkan sentimen positif.,
@abu_waras Kuyysss AMIN kan indonesia. jika masih belum saatnya kita bersamai pak ganjar. jangan sampai yang dinasti yg naik. hancur nanti negara kita euy.,Positif,Tweet ini menunjukkan dukungan untuk Ganjar dan kekhawatiran terhadap dinasti politik.,Dukungan terhadap Ganjar menunjukkan sentimen positif.,
Slank3rs dan Mas Ganjar Pranowo&Prof Mahfud Md kolaborasi energi positif untuk mewujudkan perubahan positif di Indonesia… Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @tuanxrab #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan untuk kolaborasi Ganjar-Mahfud dalam membawa perubahan positif.,Dukungan terhadap kolaborasi menunjukkan sentimen positif.,
Keberanian Ganjar Pranowo dan Prof Mahfud dalam menghadapi potensi kecurangan pemilu adalah cerminan dari kepemimpinan yang tangguh . Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @fllowaura #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini memuji keberanian Ganjar-Mahfud dalam menghadapi kecurangan pemilu.,Pujian terhadap keberanian menunjukkan sentimen positif.,
Semua dukungan kita terasa lebih dalam lewat kata-kata bijak mari bersama-sama membangun citra positif untuk Ganjar-Mahfud. Kesejahteraan berkali lipat Indonesia Hebat ! @miniariesy #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan untuk membangun citra positif Ganjar-Mahfud.,Dukungan terhadap citra positif menunjukkan sentimen positif.,
Kehadiran Ganjar - Mahfud dalam hajatan rakyat Semarang membawa optimisme baru bagi masa depan kota . Ganjar Pranowo terbukti lebih baik @michaelsuryo #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan optimisme terhadap masa depan kota dengan kehadiran Ganjar-Mahfud.,Optimisme menunjukkan sentimen positif.,
Dulu mempercayai Jokowi sekarang yakin Mas Ganjar punya visi yang kuat . Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @Tha_Nezz #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan peralihan dukungan dari Jokowi ke Ganjar karena visinya yang kuat.,Dukungan terhadap visi Ganjar menunjukkan sentimen positif.,
@abu_waras Bismillah AMIN yukkk. kita satukan suara kita. namun jika masih kurang kita berjuang bersama pak ganjar di putaran kedua untuk mengalahkan si perusak demokrasi.,Positif,Tweet ini menunjukkan dukungan untuk Ganjar jika AMIN tidak berhasil di putaran pertama.,Dukungan terhadap Ganjar menunjukkan sentimen positif.,
Suara kita nyawa demokrasi Kawal dengan penuh semangat. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @SitiNurSadiyah3 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan kuat untuk Ganjar sebagai penjaga demokrasi.,Dukungan terhadap Ganjar menunjukkan sentimen positif.,
Ganjar - Mahfud berhasil mendapat tempat di hati warga Semarang lewat Hajatan Rakyat. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @txtbarbiey #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan dari warga Semarang untuk Ganjar-Mahfud.,Dukungan yang kuat menunjukkan sentimen positif.,
Ganjar Pranowo dan Prof Mahfud mengajak para pendukung untuk tidak lelah menjaga integritas pemilu hingga titik akhir perhitungan suara. Kesejahteraan berkali lipat Indonesia Hebat! @funnyasarchive #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan ajakan untuk menjaga integritas pemilu.,Ajakan untuk menjaga integritas menunjukkan sentimen positif.,
Kebersamaan Ganjar - Mahfud dan rakyat Semarang tercermin dalam hajatan rakyat yang meriah. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @mhmmdfahmiiii #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan kebersamaan Ganjar-Mahfud dengan rakyat Semarang.,Kebersamaan menunjukkan sentimen positif.,
Kampanye akbar Hajatan Rakyat menjadi momen bersejarah bagi warga Semarang dalam mendukung Ganjar - Mahfud. Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @mofathan #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan kuat dari warga Semarang untuk Ganjar-Mahfud.,Dukungan yang kuat menunjukkan sentimen positif.,
@abu_waras Yang penting kita berjuang aja dulu untuk AMIN. kalau kalah masih ada harapan ke pak ganjar kita daripada harus yg suka tantrum.,Positif,Tweet ini menunjukkan dukungan untuk Ganjar jika AMIN tidak berhasil.,Dukungan terhadap Ganjar menunjukkan sentimen positif.,
@ganjarpranowo @ernestprakasa bener pak ganjar filmnya bagus banget ga bosenin nontonnya,Positif,Tweet ini memuji film yang ditonton oleh Ganjar.,Pujian terhadap film menunjukkan sentimen positif.,
Kita memiliki peran penting dalam memastikan Ganjar-Mahfud mewujudkan visi dan misinya. Gandakan Kesejahteraan Raih Kemakmuran Berkelanjutan @moon16summer #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan untuk visi dan misi Ganjar-Mahfud.,Dukungan terhadap visi dan misi menunjukkan sentimen positif karena tweet ini secara jelas mendukung dan mengajak orang lain untuk mendukung visi dan misi Ganjar-Mahfud.,
Dukungan penuh dari saya untuk Ganjar Mahfud semoga sukses. Ganjar Pranowo terbukti lebih baik @chrisiman25 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan penuh untuk Ganjar-Mahfud.,Dukungan penuh menunjukkan sentimen positif karena tweet ini secara eksplisit menyatakan dukungan penuh dan harapan sukses untuk Ganjar-Mahfud.,
Dulu pilih Jokowi sekarang semangat baru berkobar dengan Mas Ganjar. Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @This_is_patrikk #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan peralihan dukungan dari Jokowi ke Ganjar.,Peralihan dukungan menunjukkan sentimen positif karena tweet ini menyatakan semangat baru dan dukungan yang kuat untuk Ganjar setelah sebelumnya mendukung Jokowi.,
@wantahgdn__ Jangan gentar…ada Ganjar…jangan takut ada Mahfud. Ganjar Mahfud Hebat #Coblos3,Positif,Tweet ini menunjukkan dukungan dan semangat untuk Ganjar-Mahfud.,Dukungan dan semangat menunjukkan sentimen positif karena tweet ini memberikan semangat dan keyakinan kepada pendukung Ganjar-Mahfud.,
Inklusi bukan sekadar slogan tapi landasan kepemimpinan. Ganjar Pranowo hanya yang terbaik untuk rakyat @flowerskiez #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap inklusi sebagai landasan kepemimpinan Ganjar.,Dukungan terhadap inklusi menunjukkan sentimen positif karena tweet ini memuji inklusi sebagai prinsip kepemimpinan Ganjar.,
Kebersamaan rakyat Semarang dan Ganjar - Mahfud menciptakan atmosfer positif dan penuh semangat. Bersama Ganjar kita sejahtera @vanyawrd #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan kebersamaan dan semangat positif.,Kebersamaan dan semangat positif menunjukkan sentimen positif karena tweet ini menggambarkan suasana positif dan semangat yang tercipta dari kebersamaan dengan Ganjar-Mahfud.,
@delyano201 @zy_zy_its_me Lah saya malah nyoblos di kening pak Ganjar dan pak Mahfud pake gunting kecil,Negatif,Tweet ini menunjukkan tindakan yang tidak pantas terhadap Ganjar-Mahfud.,Tindakan tidak pantas menunjukkan sentimen negatif karena tweet ini menggambarkan tindakan yang kasar dan tidak hormat terhadap Ganjar-Mahfud.,
Ganjar dan Pak Mahfud memotivasi masyarakat untuk berperan aktif dalam menjaga proses pemilu sebagai bentuk tanggung jawab bersama. Ganjar Pranowo terbukti lebih baik @DKXK__ #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan motivasi untuk berperan aktif dalam pemilu.,Motivasi untuk berperan aktif menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar-Mahfud dalam memotivasi masyarakat untuk berpartisipasi aktif dalam pemilu.,
live H-1~polling Capres~Anies-Muhaimin~Prabowo-Gibran~Ganjar~Mahfud ~ SI… https://t.co/SQwawcXcrD via @YouTube film dokumenter ini membongkar kejorokan dan keculasan kekuasaan dalam memenangkan pilpres?,Negatif,Tweet ini menunjukkan kritik terhadap kekuasaan dalam pilpres.,Kritik terhadap kekuasaan menunjukkan sentimen negatif karena tweet ini mengkritik cara kekuasaan memenangkan pilpres dengan cara yang tidak jujur.,
@abu_waras memang harapan kita adalah pak ganjar jikalau malah pak anies yg kalah di putaran satu. yg penting bukan yg gemoysian dah. https://t.co/1Mn5xkTVfo,Positif,Tweet ini menunjukkan harapan untuk Ganjar jika Anies kalah.,Harapan untuk Ganjar menunjukkan sentimen positif karena tweet ini menyatakan harapan dan dukungan untuk Ganjar jika Anies kalah di putaran pertama.,
Mari tingkatkan awareness dengan mengeksplorasi berbagai sudut pandang yang meyakinkan Keberagaman argumen adalah kekuatan kita. Ganjar Pranowo hanya yang terbaik untuk rakyat @mukaikhlas #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan untuk meningkatkan kesadaran dan keberagaman argumen.,Dukungan untuk kesadaran dan keberagaman menunjukkan sentimen positif karena tweet ini memuji pentingnya kesadaran dan keberagaman dalam mendukung Ganjar.,
Dulu dukung Jokowi sekarang kita sokong Mas Ganjar. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @tindyar #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan peralihan dukungan dari Jokowi ke Ganjar.,Peralihan dukungan menunjukkan sentimen positif karena tweet ini menyatakan dukungan yang kuat untuk Ganjar setelah sebelumnya mendukung Jokowi.,
Dalam wacana mengenai pertahanan Ganjar Pranowo menonjolkan keberpihakannya terhadap peningkatan kapabilitas militer Indonesia. Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @clarascaelum_ #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap peningkatan kapabilitas militer.,Dukungan terhadap kapabilitas militer menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar dalam meningkatkan kapabilitas militer Indonesia.,
Segitu ketakutannya ya klo engga ya tinggal bantah diemin jg ilang sendiri. Kaya waktu Kiky saputri koar koar ganjar nge cut roastingan nya ya klo engga ya ngapain repot. Semua orang tau gibran curang nepotisme ga ada adab. Cm pendukungnya aja pada nerima.,Negatif,Tweet ini menunjukkan kritik terhadap Ganjar dan Gibran.,Kritik terhadap Ganjar dan Gibran menunjukkan sentimen negatif karena tweet ini mengkritik tindakan Ganjar dan Gibran yang dianggap tidak jujur dan nepotisme.,
@irwanka5 Hubungannya sama jokowi apa…,Netral,Tweet ini menunjukkan pertanyaan tentang hubungan dengan Jokowi.,Pertanyaan menunjukkan sentimen netral karena tweet ini hanya mengajukan pertanyaan tanpa menunjukkan opini atau dukungan tertentu.,
Sukses selalu untuk Mas Ganjar & Prof Mahfud karena mereka tidak hanya berbicara tentang keadilan tetapi juga bertindak nyata untuk mewujudkannya dalam kebijakan & kebijakan konkret. Ganjar Pranowo terbukti lebih baik @uyayhawe #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan dan apresiasi terhadap tindakan nyata Ganjar-Mahfud.,Dukungan dan apresiasi terhadap tindakan nyata menunjukkan sentimen positif karena tweet ini memuji tindakan konkret yang dilakukan oleh Ganjar-Mahfud.,
Dengan Ganjar - Mahfud kita bisa membangun Indonesia yang lebih baik. Ganjar Pranowo hanya yang terbaik untuk rakyat @akulucu101 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan keyakinan bahwa Ganjar-Mahfud dapat membangun Indonesia yang lebih baik.,Keyakinan dalam kemampuan membangun Indonesia yang lebih baik menunjukkan sentimen positif karena tweet ini menyatakan kepercayaan pada kemampuan Ganjar-Mahfud.,
Hajatan Rakyat membawa semangat kebersamaan yang menguatkan persatuan dan kesatuan bersama Ganjar - Mahfud. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @paulputra752099 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan semangat kebersamaan dan persatuan.,Semangat kebersamaan dan persatuan menunjukkan sentimen positif karena tweet ini memuji upaya Ganjar-Mahfud dalam menguatkan persatuan.,
Iya anjir alam ganjar gak ngapa-ngapain jd dimaki-maki emg jokowi kimak,Negatif,Tweet ini menunjukkan ketidakpuasan dan kritik terhadap Ganjar dan Jokowi.,Ketidakpuasan dan kritik menunjukkan sentimen negatif karena tweet ini mengkritik Ganjar dan Jokowi dengan bahasa kasar.,
Moment @ganjarpranowo makan malam bersama Cak Lontong di Resto Sego Bancakan Pawone Simbah Kawasan Kota Lama Semarang Banyak pengunjung yang menghampiri Ganjar untuk menyapa sampai meminta foto bersama. #YakinPilihGanjar #ganjarpranowo #ganjarmahfud2024,Positif,Tweet ini menunjukkan momen positif dan interaksi dengan masyarakat.,Momen positif dan interaksi dengan masyarakat menunjukkan sentimen positif karena tweet ini menggambarkan interaksi yang hangat dan positif antara Ganjar dan masyarakat.,
@ganjarpranowo Kompak selalu pak ganjar dan pak mahfud,Positif,Tweet ini menunjukkan dukungan dan harapan untuk kekompakan Ganjar-Mahfud.,Dukungan dan harapan untuk kekompakan menunjukkan sentimen positif karena tweet ini menyatakan harapan agar Ganjar-Mahfud tetap kompak.,
Dulu yakin sama Jokowi sekarang percaya Mas Ganjar bisa lebih. Kesejahteraan berkali lipat Indonesia Hebat! @Tophaa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan peralihan dukungan dari Jokowi ke Ganjar.,Peralihan dukungan menunjukkan sentimen positif karena tweet ini menyatakan kepercayaan bahwa Ganjar bisa lebih baik dari Jokowi.,
Dukungan kita kepada Ganjar-Mahfud adalah investasi besar bagi masa depan bangsa yang lebih baik. Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @nafiahayyu #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan sebagai investasi untuk masa depan yang lebih baik.,Dukungan sebagai investasi untuk masa depan yang lebih baik menunjukkan sentimen positif karena tweet ini memuji dukungan terhadap Ganjar-Mahfud sebagai investasi besar.,
@badakmeledak_ Muka lu kayak Ganjar,Negatif,Tweet ini menunjukkan ejekan terhadap Ganjar.,Ejekan menunjukkan sentimen negatif karena tweet ini menggunakan perbandingan fisik sebagai bentuk ejekan.,
@DokterTifa Jangan galau kalau Pak Anies kalah di putaran pertama masih ada Pak Ganjar https://t.co/ueQM70ltIM,Positif,Tweet ini menunjukkan harapan dan dukungan untuk Ganjar jika Anies kalah.,Harapan dan dukungan menunjukkan sentimen positif karena tweet ini menyatakan dukungan untuk Ganjar jika Anies kalah.,
@arifin34533 Metal Menang total,Netral,Tweet ini tidak menunjukkan sentimen yang jelas.,Tidak menunjukkan sentimen yang jelas karena tweet ini hanya menyatakan “Menang total” tanpa konteks yang jelas.,
Kemeja khas dari Hoya Fields menjadi lambang dari dukungan mereka pada produk lokal berkualitas. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @Courier25447916 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan terhadap produk lokal dan Ganjar.,Dukungan terhadap produk lokal dan Ganjar menunjukkan sentimen positif karena tweet ini memuji Ganjar sebagai pemimpin yang merakyat dan mendukung produk lokal.,
Jangan ragu untuk memilih Ganjar - Mahfud mereka sudah terbukti peduli kepada rakyat. Ganjar Pranowo terbukti mensejahterakan @addhe_75 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan keyakinan bahwa Ganjar-Mahfud peduli kepada rakyat.,Keyakinan bahwa Ganjar-Mahfud peduli kepada rakyat menunjukkan sentimen positif karena tweet ini memuji kepedulian Ganjar-Mahfud terhadap rakyat.,
Kerjasama erat antara Ganjar Pak Mahfud dan masyarakat menjadi kekuatan untuk mengawal integritas pemilu. Kesejahteraan berlipat ganda Indonesia Makmur Sentosa @dwendxllion #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan kerjasama erat untuk mengawal integritas pemilu.,Kerjasama erat untuk mengawal integritas pemilu menunjukkan sentimen positif karena tweet ini memuji kerjasama antara Ganjar-Mahfud dan masyarakat.,
Suara hati rakyat Semarang mengalir deras untuk Ganjar - Mahfud dalam kampanye akbar. Ganjar Pranowo terbukti mensejahterakan @onyoury_aa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan dukungan kuat dari rakyat Semarang.,Dukungan kuat dari rakyat menunjukkan sentimen positif karena tweet ini menggambarkan dukungan yang besar dari rakyat Semarang untuk Ganjar-Mahfud.,
Dalam kampanye akbar di Semarang Ganjar - Mahfud berhasil menciptakan energi positif yang memancar ke seluruh pelosok kota. Ganjar Pranowo - Hanya dia yang betul merakyat dan akan berbuat lebih demi rakyat @MuhadiPutra12 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan energi positif dan dukungan terhadap Ganjar-Mahfud.,Energi positif dan dukungan menunjukkan sentimen positif karena tweet ini memuji dampak positif kampanye Ganjar-Mahfud.,
@IifSyaifuddin Penghianat dia…,Negatif,Tweet ini menunjukkan kritik dan tuduhan terhadap seseorang.,Kritik dan tuduhan menunjukkan sentimen negatif karena tweet ini menuduh seseorang sebagai pengkhianat.,
@ganjarpranowo Pak Ganjar juga semangat jangan kalah goyangnya sama pak Mahfud dong hehe,Positif,Tweet ini menunjukkan dukungan dan semangat untuk Ganjar.,Dukungan dan semangat menunjukkan sentimen positif karena tweet ini memberikan semangat kepada Ganjar.,
Hajatan Rakyat di kota Semarang menjadi puncak kebersamaan antara Ganjar - Mahfud dan masyarakat dalam perjalanan menuju kemenangan. Tiga Kali Lebih Sejahtera Untuk Indonesia Hebat! @nabiljuneed #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3,Positif,Tweet ini menunjukkan kebersamaan dan semangat kemenangan.,Kebersamaan dan semangat kemenangan menunjukkan sentimen positif karena tweet ini memuji kebersamaan dan semangat yang tercipta dari kampanye Ganjar-Mahfud.,
